row_index,cluster_id,PC1,PC2,PC3,log1p_Approved_Budget_of_the_Contract,log1p_Item_Budget,log1p_Contract_Amount,log1p_Quantity,award_decision_lag_days,high_risk_shortage,low_risk_shortage,overstocking,understocking,normal_inventory,unequal_supply_regions,equal_supply_regions
264936,4,-0.1206203104538377,2.556473474432301,-0.0470489982767136,0.9546279,0.6174991,0.35635942,0.5352459,0.06135646,0.34525916,0.65474087,0.5527827,0.4472173,0.8307874,1.0,0.0
264937,4,0.6739146056958231,2.3576827180044218,0.1700542297506737,0.9546279,0.6681999,0.5341989,0.5577273,0.06135646,0.34525916,0.65474087,0.632493,0.36750698,0.68278384,1.0,0.0
264938,4,1.7222909955000472,3.171726398671197,0.4732350508681084,0.9546279,0.8266936,0.6913634,0.95254326,0.06135646,0.34525916,0.65474087,0.98239124,0.017608771,0.03310394,1.0,0.0
264939,4,0.1449738918019304,3.524577688487004,0.0995187166252665,0.9546279,0.6848462,0.38063842,0.90748197,0.06135646,0.34525916,0.65474087,0.7420763,0.25792372,0.4793131,1.0,0.0
264940,4,0.2921767481720127,3.046831342863743,0.0335062643884105,0.9546279,0.7212969,0.37787795,0.7384808,0.06135646,0.34525916,0.65474087,0.7864149,0.21358508,0.3969865,1.0,0.0
264941,4,0.2268534252463468,3.0483317324894275,0.1668134184892015,0.9546279,0.6174991,0.4670695,0.76752084,0.06135646,0.34525916,0.65474087,0.6178075,0.3821925,0.7100514,1.0,0.0
264942,4,0.6728228613791087,3.6778626268780377,0.1671732231742232,0.9546279,0.7954495,0.42326194,1.0,0.06135646,0.34525916,0.65474087,0.9416915,0.05830848,0.10867386,1.0,0.0
264943,4,0.0081824503949852,2.241268905054485,-0.0426429241490779,0.9546279,0.6187872,0.38764918,0.43662617,0.06135646,0.34525916,0.65474087,0.51849806,0.48150194,0.894446,1.0,0.0
264944,4,0.9039645004542092,3.5350208304134347,0.3229851172079911,0.9546279,0.74190384,0.54489696,1.0,0.06135646,0.34525916,0.65474087,0.8625612,0.13743876,0.25560045,1.0,0.0
264945,4,0.3549468097114303,3.15656979360374,0.1606563303965978,0.9546279,0.66576993,0.45622838,0.808454,0.06135646,0.34525916,0.65474087,0.692897,0.30710295,0.57062757,1.0,0.0
264946,4,1.067169064911715,2.725820511858596,0.3032602316372682,0.9546279,0.72097075,0.60119176,0.73151666,0.06135646,0.34525916,0.65474087,0.7835979,0.21640213,0.40221715,1.0,0.0
264947,4,1.1799882177368053,2.997526213819337,0.2863020153077948,0.9546279,0.78776985,0.5692573,0.8240168,0.06135646,0.34525916,0.65474087,0.9149663,0.08503372,0.15829645,1.0,0.0
264948,4,-0.290149724983702,2.6477892237101632,-0.0475688975281019,0.9546279,0.5815744,0.34546393,0.5577273,0.06135646,0.34525916,0.65474087,0.5258843,0.47411573,0.8807316,1.0,0.0
264950,4,-0.5931671127832613,3.171369064492155,-0.0432653640431739,0.9546279,0.548265,0.29979792,0.7200777,0.06135646,0.34525916,0.65474087,0.5437962,0.45620382,0.84747326,1.0,0.0
264951,4,0.0846870245199884,3.184551770136811,0.0975180864253164,0.9546279,0.63779277,0.40627608,0.7900476,0.06135646,0.34525916,0.65474087,0.6426793,0.35732073,0.6638703,1.0,0.0
264952,4,0.2941220143693268,3.171147596956396,0.0746282180647687,0.9546279,0.70692664,0.39556074,0.7900476,0.06135646,0.34525916,0.65474087,0.7689829,0.2310171,0.42935374,1.0,0.0
264953,4,0.6397363481780628,3.48218177908818,0.1555637888660937,0.9546279,0.7755925,0.43094686,0.93001246,0.06135646,0.34525916,0.65474087,0.9082483,0.09175172,0.17077021,1.0,0.0
264954,4,-0.0679442013607728,3.37366036981751,0.0863486336221865,0.9546279,0.6225776,0.38038108,0.84361905,0.06135646,0.34525916,0.65474087,0.635067,0.364933,0.67800456,1.0,0.0
264955,4,0.628024227198075,2.3846074163904625,0.1411486424458742,0.9546279,0.6773758,0.5115452,0.5577273,0.06135646,0.34525916,0.65474087,0.649471,0.35052904,0.6512597,1.0,0.0
264956,4,-0.2803835629056275,2.470287179895675,-0.0926091733175621,0.9546279,0.5965335,0.32971922,0.48793858,0.06135646,0.34525916,0.65474087,0.51572573,0.4842743,0.89959365,1.0,0.0
264957,4,-0.3959870495343672,3.516017381508037,0.0197296952830547,0.9546279,0.5924268,0.31760192,0.8600275,0.06135646,0.34525916,0.65474087,0.60906035,0.39093968,0.7262929,1.0,0.0
264959,4,-0.1127544542914594,2.589390415843634,-0.0004300234909254,0.9546279,0.5924268,0.38542166,0.5577273,0.06135646,0.34525916,0.65474087,0.5368597,0.46314034,0.8603528,1.0,0.0
264960,4,1.1502065291715855,3.478489352766617,0.3537279019117414,0.9546279,0.781844,0.57479346,1.0,0.06135646,0.34525916,0.65474087,0.92716974,0.07283024,0.1356374,1.0,0.0
