PhilGEPS DBSCAN — semantic legend reference (full labels vs grouped plot legend)
Encoding: UTF-8. Delimiter: TAB. cluster_id = actual DBSCAN assignment; Display group = plot bucket.

Display group	Actual cluster_id	Semantic label	Short rationale	Count	Share
Other DBSCAN clusters	200	Strong understocking / lean-stock segment · mean PC=(-0.42,-1.41,-0.55)	Strongest theme deviations vs cohort (z): overstocking=-1.20; understocking=1.20; normal_inventory=-0.67; equal_supply_regions=-0.13; unequal_supply_regions=0.13	28	0.006%
Other DBSCAN clusters	201	Strong understocking / lean-stock segment · mean PC=(-0.23,-1.28,-0.54)	Strongest theme deviations vs cohort (z): overstocking=-0.94; understocking=0.94; normal_inventory=-0.25; high_risk_shortage=0.16; low_risk_shortage=-0.16	45	0.009%
Other DBSCAN clusters	202	Overstocking-heavy procurement segment · mean PC=(0.10,-0.03,-0.40)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.93; high_risk_shortage=-0.93; overstocking=0.86; understocking=-0.86; normal_inventory=-0.14	48	0.010%
Other DBSCAN clusters	203	Strong understocking / lean-stock segment · mean PC=(-2.99,-1.03,-0.63)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; high_risk_shortage=-1.04; low_risk_shortage=1.04	32	0.007%
Other DBSCAN clusters	204	Strong understocking / lean-stock segment · mean PC=(-0.48,-0.82,-0.62)	Strongest theme deviations vs cohort (z): overstocking=-0.86; understocking=0.86; high_risk_shortage=-0.84; low_risk_shortage=0.84; equal_supply_regions=-0.48	41	0.008%
Other DBSCAN clusters	205	Mixed procurement profile segment · mean PC=(-0.29,0.18,-0.46)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.95; high_risk_shortage=-0.95; unequal_supply_regions=-0.20; equal_supply_regions=0.20; normal_inventory=0.14	77	0.016%
Other DBSCAN clusters	206	High shortage-risk segment · mean PC=(0.80,-0.21,-0.36)	Strongest theme deviations vs cohort (z): high_risk_shortage=2.34; low_risk_shortage=-2.34; normal_inventory=1.15; equal_supply_regions=-0.13; unequal_supply_regions=0.13	22	0.005%
Other DBSCAN clusters	207	Mixed procurement profile segment · mean PC=(0.30,-0.94,-0.47)	Strongest theme deviations vs cohort (z): normal_inventory=0.76; high_risk_shortage=-0.51; low_risk_shortage=0.51; overstocking=-0.29; understocking=0.29	18	0.004%
Other DBSCAN clusters	208	Overstocking-heavy procurement segment · mean PC=(0.40,1.19,-0.15)	Strongest theme deviations vs cohort (z): overstocking=0.62; understocking=-0.62; normal_inventory=0.20; high_risk_shortage=-0.09; low_risk_shortage=0.09	26	0.005%
Other DBSCAN clusters	209	Strong understocking / lean-stock segment · mean PC=(-2.04,0.21,-0.12)	Strongest theme deviations vs cohort (z): overstocking=-0.80; understocking=0.80; low_risk_shortage=0.44; high_risk_shortage=-0.44; unequal_supply_regions=-0.13	22	0.005%
Other DBSCAN clusters	210	Strong understocking / lean-stock segment · mean PC=(-2.05,0.40,-0.09)	Strongest theme deviations vs cohort (z): overstocking=-0.66; understocking=0.66; low_risk_shortage=0.43; high_risk_shortage=-0.43; normal_inventory=0.21	27	0.006%
Other DBSCAN clusters	211	Mixed procurement profile segment · mean PC=(-0.44,-0.32,-0.56)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.89; high_risk_shortage=-0.89; normal_inventory=0.57; overstocking=-0.08; understocking=0.08	74	0.015%
Other DBSCAN clusters	212	Strong understocking / lean-stock segment · mean PC=(-1.74,0.29,-0.09)	Strongest theme deviations vs cohort (z): low_risk_shortage=1.21; high_risk_shortage=-1.21; overstocking=-0.83; understocking=0.83; equal_supply_regions=-0.13	54	0.011%
Other DBSCAN clusters	213	Overstocking-heavy procurement segment · mean PC=(0.03,0.26,-0.38)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.74; low_risk_shortage=0.74; understocking=-0.55; overstocking=0.55; normal_inventory=-0.29	20	0.004%
Other DBSCAN clusters	214	Strong understocking / lean-stock segment · mean PC=(-2.88,-0.87,-0.58)	Strongest theme deviations vs cohort (z): understocking=1.50; overstocking=-1.50; normal_inventory=-1.15; high_risk_shortage=-0.97; low_risk_shortage=0.97	21	0.004%
Other DBSCAN clusters	215	Mixed procurement profile segment · mean PC=(-0.27,-0.43,-0.53)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.83; high_risk_shortage=-0.83; unequal_supply_regions=0.60; equal_supply_regions=-0.60; normal_inventory=0.54	38	0.008%
Other DBSCAN clusters	216	Mixed procurement profile segment · mean PC=(0.60,-0.78,-0.40)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.83; high_risk_shortage=-0.83; normal_inventory=0.66; unequal_supply_regions=-0.01; equal_supply_regions=0.01	27	0.006%
Other DBSCAN clusters	217	Mixed procurement profile segment · mean PC=(0.02,-0.95,-0.55)	Strongest theme deviations vs cohort (z): normal_inventory=0.88; high_risk_shortage=-0.85; low_risk_shortage=0.85; equal_supply_regions=-0.31; unequal_supply_regions=0.31	21	0.004%
Other DBSCAN clusters	218	Overstocking-heavy procurement segment · mean PC=(-0.24,0.76,-0.38)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.90; low_risk_shortage=0.90; overstocking=0.46; understocking=-0.46; normal_inventory=0.21	30	0.006%
Other DBSCAN clusters	219	Moderate understocking segment · mean PC=(-1.12,1.02,-0.50)	Strongest theme deviations vs cohort (z): unequal_supply_regions=0.95; equal_supply_regions=-0.95; understocking=0.60; overstocking=-0.60; normal_inventory=0.23	39	0.008%
Other DBSCAN clusters	220	Moderate understocking segment · mean PC=(-0.40,-0.57,-0.58)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.90; low_risk_shortage=0.90; overstocking=-0.46; understocking=0.46; normal_inventory=0.16	31	0.006%
Other DBSCAN clusters	221	Overstocking-heavy procurement segment · mean PC=(0.14,0.30,-0.35)	Strongest theme deviations vs cohort (z): understocking=-1.13; overstocking=1.13; low_risk_shortage=0.85; high_risk_shortage=-0.85; normal_inventory=-0.65	54	0.011%
Other DBSCAN clusters	222	High shortage-risk segment · mean PC=(-0.41,-1.36,2.46)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.40; low_risk_shortage=-1.40; normal_inventory=0.55; understocking=0.46; overstocking=-0.46	20	0.004%
Other DBSCAN clusters	223	Mixed procurement profile segment · mean PC=(-0.37,0.08,-0.49)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.99; high_risk_shortage=-0.99; normal_inventory=0.33; understocking=-0.31; overstocking=0.31	31	0.006%
Other DBSCAN clusters	224	Mixed procurement profile segment · mean PC=(-0.61,-0.56,-0.61)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.00; low_risk_shortage=1.00; normal_inventory=0.67; overstocking=-0.19; understocking=0.19	35	0.007%
Other DBSCAN clusters	225	High shortage-risk segment · mean PC=(-1.11,-0.46,2.60)	Strongest theme deviations vs cohort (z): high_risk_shortage=3.81; low_risk_shortage=-3.81; normal_inventory=-2.04; understocking=2.04; overstocking=-2.04	25	0.005%
Other DBSCAN clusters	226	Overstocking-heavy procurement segment · mean PC=(0.92,-0.22,-0.20)	Strongest theme deviations vs cohort (z): understocking=-0.90; overstocking=0.90; unequal_supply_regions=0.50; equal_supply_regions=-0.50; normal_inventory=-0.32	24	0.005%
Other DBSCAN clusters	227	Overstocking-heavy procurement segment · mean PC=(0.48,-0.11,-0.28)	Strongest theme deviations vs cohort (z): unequal_supply_regions=0.47; equal_supply_regions=-0.47; overstocking=0.44; understocking=-0.44; low_risk_shortage=0.30	20	0.004%
Other DBSCAN clusters	228	Overstocking-heavy procurement segment · mean PC=(0.52,-0.12,-0.27)	Strongest theme deviations vs cohort (z): overstocking=0.51; understocking=-0.51; unequal_supply_regions=0.34; equal_supply_regions=-0.34; low_risk_shortage=0.27	28	0.006%
Other DBSCAN clusters	229	Mixed procurement profile segment · mean PC=(-0.05,-0.51,-0.51)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.93; high_risk_shortage=-0.93; unequal_supply_regions=0.26; equal_supply_regions=-0.26; overstocking=-0.16	21	0.004%
Other DBSCAN clusters	230	Overstocking-heavy procurement segment · mean PC=(0.19,-0.63,-0.46)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.86; high_risk_shortage=-0.86; overstocking=0.37; understocking=-0.37; normal_inventory=0.35	27	0.006%
Other DBSCAN clusters	231	Mixed procurement profile segment · mean PC=(-0.46,-0.20,-0.53)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.67; low_risk_shortage=0.67; normal_inventory=0.34; unequal_supply_regions=-0.24; equal_supply_regions=0.24	46	0.009%
Other DBSCAN clusters	232	Severe surplus / extreme overstocking segment · mean PC=(1.21,0.70,-0.08)	Strongest theme deviations vs cohort (z): overstocking=2.00; understocking=-2.00; normal_inventory=-1.98; low_risk_shortage=0.88; high_risk_shortage=-0.88	30	0.006%
Other DBSCAN clusters	233	Strong understocking / lean-stock segment · mean PC=(-2.75,0.17,-0.39)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.98; high_risk_shortage=-0.98; understocking=0.66; overstocking=-0.66; normal_inventory=0.22	23	0.005%
Other DBSCAN clusters	234	High shortage-risk segment · mean PC=(-0.38,-1.34,2.23)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.16; high_risk_shortage=1.16; normal_inventory=0.53; understocking=0.47; overstocking=-0.47	41	0.008%
Other DBSCAN clusters	235	Moderate understocking segment · mean PC=(-0.43,0.17,-0.44)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.80; high_risk_shortage=-0.80; understocking=0.59; overstocking=-0.59; unequal_supply_regions=-0.56	40	0.008%
Other DBSCAN clusters	236	Strong understocking / lean-stock segment · mean PC=(-1.95,-0.57,-0.19)	Strongest theme deviations vs cohort (z): understocking=1.50; overstocking=-1.50; normal_inventory=-1.15; high_risk_shortage=-0.37; low_risk_shortage=0.37	47	0.010%
Other DBSCAN clusters	237	Mixed procurement profile segment · mean PC=(-0.32,0.23,-0.44)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.95; high_risk_shortage=-0.95; unequal_supply_regions=-0.23; equal_supply_regions=0.23; understocking=0.14	33	0.007%
Other DBSCAN clusters	238	Mixed procurement profile segment · mean PC=(0.06,-0.79,-0.64)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.94; high_risk_shortage=-0.94; unequal_supply_regions=-0.60; equal_supply_regions=0.60; normal_inventory=0.43	22	0.005%
Other DBSCAN clusters	239	Mixed procurement profile segment · mean PC=(-0.26,0.56,-0.40)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.48; low_risk_shortage=0.48; unequal_supply_regions=0.45; equal_supply_regions=-0.45; normal_inventory=0.37	22	0.005%
Other DBSCAN clusters	240	Mixed procurement profile segment · mean PC=(-0.25,-1.01,-0.59)	Strongest theme deviations vs cohort (z): normal_inventory=1.06; high_risk_shortage=-0.92; low_risk_shortage=0.92; equal_supply_regions=0.23; unequal_supply_regions=-0.23	20	0.004%
Other DBSCAN clusters	241	High shortage-risk segment · mean PC=(-0.63,-1.51,2.16)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.18; low_risk_shortage=-1.18; understocking=0.85; overstocking=-0.85; unequal_supply_regions=0.27	24	0.005%
Other DBSCAN clusters	242	Strong understocking / lean-stock segment · mean PC=(-2.51,-0.20,-0.37)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.99; high_risk_shortage=-0.99; overstocking=-0.98; understocking=0.98; normal_inventory=-0.30	20	0.004%
Other DBSCAN clusters	243	Strong understocking / lean-stock segment · mean PC=(-0.66,-0.86,-0.63)	Strongest theme deviations vs cohort (z): overstocking=-1.45; understocking=1.45; high_risk_shortage=-1.09; low_risk_shortage=1.09; normal_inventory=-1.07	42	0.009%
Other DBSCAN clusters	244	High shortage-risk segment · mean PC=(-2.83,-0.87,2.09)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; high_risk_shortage=0.91; low_risk_shortage=-0.91	20	0.004%
Other DBSCAN clusters	245	High shortage-risk segment · mean PC=(-2.87,-0.16,2.18)	Strongest theme deviations vs cohort (z): overstocking=-0.93; understocking=0.93; high_risk_shortage=0.91; low_risk_shortage=-0.91; unequal_supply_regions=0.27	34	0.007%
Other DBSCAN clusters	246	High shortage-risk segment · mean PC=(-0.61,-1.50,2.08)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.01; high_risk_shortage=1.01; understocking=0.84; overstocking=-0.84; unequal_supply_regions=0.27	35	0.007%
Other DBSCAN clusters	247	High shortage-risk segment · mean PC=(-2.87,-0.25,2.16)	Strongest theme deviations vs cohort (z): understocking=1.01; overstocking=-1.01; high_risk_shortage=0.91; low_risk_shortage=-0.91; normal_inventory=-0.36	25	0.005%
Other DBSCAN clusters	248	Strong understocking / lean-stock segment · mean PC=(-2.44,-0.11,-0.23)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.10; equal_supply_regions=-1.10; overstocking=-0.95; understocking=0.95; normal_inventory=-0.25	29	0.006%
Other DBSCAN clusters	249	Moderate understocking segment · mean PC=(-0.74,1.37,-0.37)	Strongest theme deviations vs cohort (z): unequal_supply_regions=0.94; equal_supply_regions=-0.94; overstocking=-0.47; understocking=0.47; normal_inventory=0.24	40	0.008%
Other DBSCAN clusters	250	High shortage-risk segment · mean PC=(-2.84,-0.12,2.18)	Strongest theme deviations vs cohort (z): overstocking=-0.93; understocking=0.93; high_risk_shortage=0.91; low_risk_shortage=-0.91; unequal_supply_regions=0.27	36	0.007%
Other DBSCAN clusters	251	Strong understocking / lean-stock segment · mean PC=(-2.70,-0.81,-0.52)	Strongest theme deviations vs cohort (z): understocking=1.50; overstocking=-1.50; normal_inventory=-1.15; low_risk_shortage=1.08; high_risk_shortage=-1.08	27	0.006%
Other DBSCAN clusters	252	Strong understocking / lean-stock segment · mean PC=(-2.24,-0.05,-0.27)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.99; high_risk_shortage=-0.99; overstocking=-0.93; understocking=0.93; unequal_supply_regions=0.27	30	0.006%
Other DBSCAN clusters	253	High shortage-risk segment · mean PC=(-0.37,-1.34,2.13)	Strongest theme deviations vs cohort (z): low_risk_shortage=-1.33; high_risk_shortage=1.33; overstocking=-0.49; understocking=0.49; normal_inventory=0.49	50	0.010%
Other DBSCAN clusters	254	Strong understocking / lean-stock segment · mean PC=(-2.13,-0.74,-0.25)	Strongest theme deviations vs cohort (z): normal_inventory=-2.29; understocking=2.15; overstocking=-2.15; unequal_supply_regions=0.36; equal_supply_regions=-0.36	35	0.007%
Other DBSCAN clusters	255	Strong understocking / lean-stock segment · mean PC=(-0.40,-1.15,-0.61)	Strongest theme deviations vs cohort (z): understocking=0.88; overstocking=-0.88; high_risk_shortage=-0.41; low_risk_shortage=0.41; normal_inventory=-0.15	28	0.006%
Other DBSCAN clusters	256	Mixed procurement profile segment · mean PC=(-0.25,-0.90,-0.59)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.84; high_risk_shortage=-0.84; normal_inventory=0.75; overstocking=-0.24; understocking=0.24	36	0.007%
Other DBSCAN clusters	257	Strong understocking / lean-stock segment · mean PC=(-2.51,-0.38,-0.39)	Strongest theme deviations vs cohort (z): overstocking=-1.13; understocking=1.13; low_risk_shortage=0.86; high_risk_shortage=-0.86; normal_inventory=-0.55	26	0.005%
Other DBSCAN clusters	258	Overstocking-heavy procurement segment · mean PC=(0.20,-0.46,-0.44)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.60; low_risk_shortage=0.60; overstocking=0.43; understocking=-0.43; unequal_supply_regions=-0.23	29	0.006%
Other DBSCAN clusters	259	Mixed procurement profile segment · mean PC=(-0.15,0.26,-0.42)	Strongest theme deviations vs cohort (z): high_risk_shortage=-1.07; low_risk_shortage=1.07; unequal_supply_regions=-0.16; equal_supply_regions=0.16; normal_inventory=-0.03	31	0.006%
Other DBSCAN clusters	260	Strong understocking / lean-stock segment · mean PC=(-1.85,0.22,-0.75)	Strongest theme deviations vs cohort (z): understocking=1.59; overstocking=-1.59; normal_inventory=-1.33; unequal_supply_regions=-0.12; equal_supply_regions=0.12	30	0.006%
Other DBSCAN clusters	261	Strong understocking / lean-stock segment · mean PC=(-0.63,-0.92,-0.67)	Strongest theme deviations vs cohort (z): understocking=0.77; overstocking=-0.77; high_risk_shortage=-0.57; low_risk_shortage=0.57; unequal_supply_regions=-0.25	20	0.004%
Other DBSCAN clusters	262	High shortage-risk segment · mean PC=(-0.34,-1.32,2.05)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.06; low_risk_shortage=-1.06; normal_inventory=0.54; understocking=0.47; overstocking=-0.47	41	0.008%
Other DBSCAN clusters	263	Moderate understocking segment · mean PC=(-0.39,-0.65,-0.59)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.84; high_risk_shortage=-0.84; overstocking=-0.60; understocking=0.60; unequal_supply_regions=-0.16	23	0.005%
Other DBSCAN clusters	264	Strong understocking / lean-stock segment · mean PC=(-0.73,-0.85,-0.63)	Strongest theme deviations vs cohort (z): overstocking=-1.56; understocking=1.56; normal_inventory=-1.26; low_risk_shortage=0.87; high_risk_shortage=-0.87	31	0.006%
Other DBSCAN clusters	265	Strong understocking / lean-stock segment · mean PC=(-2.69,-0.73,-0.50)	Strongest theme deviations vs cohort (z): understocking=1.40; overstocking=-1.40; normal_inventory=-1.00; low_risk_shortage=0.87; high_risk_shortage=-0.87	21	0.004%
Other DBSCAN clusters	266	Strong understocking / lean-stock segment · mean PC=(-2.05,0.70,-0.75)	Strongest theme deviations vs cohort (z): understocking=1.21; overstocking=-1.21; normal_inventory=-0.68; unequal_supply_regions=-0.33; equal_supply_regions=0.33	21	0.004%
Other DBSCAN clusters	267	Mixed procurement profile segment · mean PC=(-0.18,0.43,-0.38)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.82; high_risk_shortage=-0.82; unequal_supply_regions=-0.51; equal_supply_regions=0.51; understocking=0.19	28	0.006%
Other DBSCAN clusters	268	Moderate understocking segment · mean PC=(-1.03,0.85,-0.55)	Strongest theme deviations vs cohort (z): unequal_supply_regions=0.91; equal_supply_regions=-0.91; understocking=0.56; overstocking=-0.56; low_risk_shortage=0.50	20	0.004%
Other DBSCAN clusters	269	Strong understocking / lean-stock segment · mean PC=(-0.81,-1.65,-0.79)	Strongest theme deviations vs cohort (z): overstocking=-1.53; understocking=1.53; normal_inventory=-1.21; low_risk_shortage=1.05; high_risk_shortage=-1.05	20	0.004%
Other DBSCAN clusters	270	Moderate understocking segment · mean PC=(-0.63,-0.31,-0.54)	Strongest theme deviations vs cohort (z): understocking=0.55; overstocking=-0.55; unequal_supply_regions=-0.52; equal_supply_regions=0.52; low_risk_shortage=0.25	23	0.005%
Other DBSCAN clusters	271	Severe surplus / extreme overstocking segment · mean PC=(0.13,0.64,-0.31)	Strongest theme deviations vs cohort (z): overstocking=1.26; understocking=-1.26; high_risk_shortage=-0.90; low_risk_shortage=0.90; normal_inventory=-0.76	28	0.006%
Other DBSCAN clusters	272	Mixed procurement profile segment · mean PC=(-0.24,0.34,-0.41)	Strongest theme deviations vs cohort (z): low_risk_shortage=1.02; high_risk_shortage=-1.02; unequal_supply_regions=-0.47; equal_supply_regions=0.47; normal_inventory=-0.26	26	0.005%
Other DBSCAN clusters	273	Strong understocking / lean-stock segment · mean PC=(-2.55,-0.22,-0.32)	Strongest theme deviations vs cohort (z): overstocking=-1.01; understocking=1.01; normal_inventory=-0.36; low_risk_shortage=0.30; high_risk_shortage=-0.30	24	0.005%
Other DBSCAN clusters	274	Strong understocking / lean-stock segment · mean PC=(-1.98,-0.09,-0.85)	Strongest theme deviations vs cohort (z): understocking=1.83; overstocking=-1.83; normal_inventory=-1.70; unequal_supply_regions=0.92; equal_supply_regions=-0.92	32	0.007%
Other DBSCAN clusters	275	Strong understocking / lean-stock segment · mean PC=(-1.53,0.12,-0.67)	Strongest theme deviations vs cohort (z): overstocking=-0.81; understocking=0.81; unequal_supply_regions=0.23; equal_supply_regions=-0.23; low_risk_shortage=0.14	21	0.004%
Other DBSCAN clusters	276	Strong understocking / lean-stock segment · mean PC=(-1.67,0.74,-0.70)	Strongest theme deviations vs cohort (z): overstocking=-0.99; understocking=0.99; high_risk_shortage=-0.40; low_risk_shortage=0.40; normal_inventory=-0.32	39	0.008%
Other DBSCAN clusters	277	Strong understocking / lean-stock segment · mean PC=(-0.52,-0.32,-0.54)	Strongest theme deviations vs cohort (z): understocking=0.82; overstocking=-0.82; low_risk_shortage=0.80; high_risk_shortage=-0.80; unequal_supply_regions=-0.32	42	0.009%
Other DBSCAN clusters	278	High shortage-risk segment · mean PC=(-0.46,-1.39,2.75)	Strongest theme deviations vs cohort (z): high_risk_shortage=1.31; low_risk_shortage=-1.31; normal_inventory=0.53; understocking=0.47; overstocking=-0.47	27	0.006%
Other DBSCAN clusters	279	Mixed procurement profile segment · mean PC=(0.90,-0.79,-0.29)	Strongest theme deviations vs cohort (z): normal_inventory=1.07; high_risk_shortage=-0.37; low_risk_shortage=0.37; equal_supply_regions=-0.16; unequal_supply_regions=0.16	21	0.004%
Other DBSCAN clusters	280	Strong understocking / lean-stock segment · mean PC=(-2.00,0.22,-0.10)	Strongest theme deviations vs cohort (z): equal_supply_regions=1.08; unequal_supply_regions=-1.08; overstocking=-0.80; understocking=0.80; low_risk_shortage=0.40	20	0.004%
Other DBSCAN clusters	281	High shortage-risk segment · mean PC=(-2.86,-0.62,-0.88)	Strongest theme deviations vs cohort (z): normal_inventory=-2.06; overstocking=-2.05; understocking=2.05; high_risk_shortage=0.44; low_risk_shortage=-0.44	41	0.008%
Other DBSCAN clusters	282	High shortage-risk segment · mean PC=(-2.98,-0.59,-0.90)	Strongest theme deviations vs cohort (z): normal_inventory=-2.09; understocking=2.06; overstocking=-2.06; high_risk_shortage=0.44; low_risk_shortage=-0.44	29	0.006%
Other DBSCAN clusters	283	Overstocking-heavy procurement segment · mean PC=(0.25,0.36,-0.32)	Strongest theme deviations vs cohort (z): overstocking=1.05; understocking=-1.05; low_risk_shortage=0.81; high_risk_shortage=-0.81; normal_inventory=-0.64	32	0.007%
Other DBSCAN clusters	284	Mixed procurement profile segment · mean PC=(-0.48,-0.48,-0.58)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.53; high_risk_shortage=-0.53; unequal_supply_regions=-0.39; equal_supply_regions=0.39; normal_inventory=0.37	18	0.004%
Other DBSCAN clusters	285	Moderate understocking segment · mean PC=(-1.44,0.92,0.09)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.99; high_risk_shortage=-0.99; understocking=0.50; overstocking=-0.50; normal_inventory=0.48	24	0.005%
Other DBSCAN clusters	286	Strong understocking / lean-stock segment · mean PC=(-0.48,-0.92,-0.64)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.71; high_risk_shortage=-0.71; overstocking=-0.68; understocking=0.68; equal_supply_regions=0.25	27	0.006%
Other DBSCAN clusters	287	Mixed procurement profile segment · mean PC=(-0.54,-0.14,-0.55)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.91; high_risk_shortage=-0.91; normal_inventory=0.56; equal_supply_regions=0.33; unequal_supply_regions=-0.33	28	0.006%
Other DBSCAN clusters	288	Mixed procurement profile segment · mean PC=(-0.47,0.05,-0.49)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.93; high_risk_shortage=-0.93; normal_inventory=0.15; equal_supply_regions=-0.03; unequal_supply_regions=0.03	30	0.006%
Other DBSCAN clusters	289	High shortage-risk segment · mean PC=(-2.98,-0.96,-1.33)	Strongest theme deviations vs cohort (z): understocking=2.02; overstocking=-2.02; normal_inventory=-2.01; high_risk_shortage=1.56; low_risk_shortage=-1.56	79	0.016%
Other DBSCAN clusters	290	Mixed procurement profile segment · mean PC=(-0.18,0.14,-0.44)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.83; low_risk_shortage=0.83; unequal_supply_regions=-0.26; equal_supply_regions=0.26; understocking=0.15	60	0.012%
Other DBSCAN clusters	291	Mixed procurement profile segment · mean PC=(-0.40,-0.13,-0.51)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.76; high_risk_shortage=-0.76; unequal_supply_regions=-0.42; equal_supply_regions=0.42; normal_inventory=0.23	38	0.008%
Other DBSCAN clusters	292	Moderate understocking segment · mean PC=(-0.72,-0.53,-0.65)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.98; high_risk_shortage=-0.98; normal_inventory=0.51; overstocking=-0.36; understocking=0.36	20	0.004%
Other DBSCAN clusters	293	Mixed procurement profile segment · mean PC=(-0.60,-0.53,-0.61)	Strongest theme deviations vs cohort (z): low_risk_shortage=1.07; high_risk_shortage=-1.07; normal_inventory=0.55; understocking=0.28; overstocking=-0.28	15	0.003%
Other DBSCAN clusters	294	Moderate understocking segment · mean PC=(0.03,-0.60,-0.49)	Strongest theme deviations vs cohort (z): low_risk_shortage=0.74; high_risk_shortage=-0.74; understocking=0.48; overstocking=-0.48; normal_inventory=0.10	23	0.005%
Other DBSCAN clusters	295	Strong understocking / lean-stock segment · mean PC=(-1.68,0.33,-0.00)	Strongest theme deviations vs cohort (z): overstocking=-0.80; understocking=0.80; unequal_supply_regions=0.68; equal_supply_regions=-0.68; high_risk_shortage=-0.42	29	0.006%
Other DBSCAN clusters	296	High shortage-risk segment · mean PC=(-1.45,-1.10,2.00)	Strongest theme deviations vs cohort (z): normal_inventory=-2.04; understocking=2.04; overstocking=-2.04; unequal_supply_regions=1.13; equal_supply_regions=-1.13	25	0.005%
Other DBSCAN clusters	297	Strong understocking / lean-stock segment · mean PC=(-2.28,-0.48,-0.30)	Strongest theme deviations vs cohort (z): overstocking=-1.29; understocking=1.29; unequal_supply_regions=0.85; equal_supply_regions=-0.85; normal_inventory=-0.82	22	0.005%
Other DBSCAN clusters	298	Strong understocking / lean-stock segment · mean PC=(-1.26,0.04,0.04)	Strongest theme deviations vs cohort (z): unequal_supply_regions=1.13; equal_supply_regions=-1.13; overstocking=-1.13; understocking=1.13; high_risk_shortage=-0.87	20	0.004%
Other DBSCAN clusters	299	Strong understocking / lean-stock segment · mean PC=(-0.71,-1.18,-0.68)	Strongest theme deviations vs cohort (z): understocking=0.79; overstocking=-0.79; low_risk_shortage=0.62; high_risk_shortage=-0.62; unequal_supply_regions=0.12	14	0.003%
Other DBSCAN clusters	300	Moderate understocking segment · mean PC=(-0.39,0.00,-0.42)	Strongest theme deviations vs cohort (z): overstocking=-0.59; understocking=0.59; normal_inventory=0.21; unequal_supply_regions=-0.19; equal_supply_regions=0.19	29	0.006%
Other DBSCAN clusters	301	Strong understocking / lean-stock segment · mean PC=(0.03,0.06,-0.36)	Strongest theme deviations vs cohort (z): overstocking=-0.92; understocking=0.92; normal_inventory=-0.60; unequal_supply_regions=-0.54; equal_supply_regions=0.54	30	0.006%
Other DBSCAN clusters	302	Strong understocking / lean-stock segment · mean PC=(-2.65,-0.07,-1.00)	Strongest theme deviations vs cohort (z): understocking=1.91; overstocking=-1.91; normal_inventory=-1.83; unequal_supply_regions=0.99; equal_supply_regions=-0.99	58	0.012%
Other DBSCAN clusters	303	Moderate understocking segment · mean PC=(-0.41,-0.35,-0.55)	Strongest theme deviations vs cohort (z): high_risk_shortage=-0.90; low_risk_shortage=0.90; understocking=0.51; overstocking=-0.51; normal_inventory=0.26	15	0.003%
Other DBSCAN clusters	304	Severe surplus / extreme overstocking segment · mean PC=(1.25,0.11,-0.15)	Strongest theme deviations vs cohort (z): overstocking=1.68; understocking=-1.68; normal_inventory=-1.45; high_risk_shortage=-0.95; low_risk_shortage=0.95	20	0.004%
